»ó¼ö´ë¿ª,»ó¼ö,¿øº»·¹º§,songno,diff,°î¸í,³ëÆ®¼ö,maxroll
12,12,10,993,ura,?(×ê),1070,0
12,12,10,1227,ura,23ãÁ54ÝÂ¡¢åÕªÎÕéÖØªØªÎ«×«ì«ê«å?«É(×ê),1423,100
12,12,10,765,ura,ð¯×¿ô¸ØªèÝ(×ê),1582,81
12,12,10,1043,ura,ñó?ªÈõÝ?ªÎü£áÖ(×ê),1170,100
11,11.9,10,1419,ura,vs.VIGVANGS(×ê),1438,100
11,11.9,10,765,oni,ð¯×¿ô¸ØªèÝ,1396,100
11,11.9,10,849,oni,poxei?DOON,1210,96
11,11.9,10,1350,oni,CRUXNAUT,1405,100
11,11.9,10,120,oni,«É«ó«««Þ2000,765,0
11,11.9,10,1172,oni,Destination 2F29,995,96
11,11.8,10,1470,oni,Rough: CHA0Z,987,100
11,11.8,10,336,oni,Infinite Rebellion,1304,100
11,11.8,10,1369,oni,«À?«¯?«¨«¯«¹?«Þ«­«Ê¢½,1333,100
11,11.8,10,1129,ura,ãê? ¢¦Shinryu¢¦(×ê),1365,56
11,11.8,10,954,ura,Central Dogma Pt.1(×ê),1259,100
11,11.8,10,960,ura,Vixtory(×ê),1240,100
11,11.7,10,463,oni,êëúÜ«Î?,1262,73
11,11.7,10,721,ura,«À«ó«¬«ó«Î?«Ä(×ê),1167,30
11,11.7,10,1072,ura,The Future of the ÷¼ÍÕ«É«é«à(×ê),1400,100
11,11.7,10,1196,ura,«é?«â«ì?«Ê?«¯«â«Ê«¤(×ê),1119,100
11,11.7,10,1278,oni,¢Ó¢Ó¢Ó«««ª«¹«¿«¤«à the DARK¢Ó¢Ó¢Ó,1000,100
11,11.6,10,1367,oni,«È«íª¤ª«2000,872,0
11,11.6,10,1048,ura,«¢«ó«ê«ß«Æ«Ã«É«²?«à«º(×ê),1210,100
11,11.6,10,1032,ura,Emma(×ê),1074,100
11,11.6,10,1216,ura,CUT! into the FUTURE(×ê),1338,100
11,11.6,10,1040,oni,?Øå??,1085,100
11,11.6,10,1392,ura,RAGING FIRE(×ê),1022,0
11,11.5,10,1122,ura,ÎÊÕ³ÒÁÔ¦(×ê),1108,100
11,11.5,10,834,ura,òðù¦ÒÁÔ¦(×ê),1083,100
11,11.5,10,1042,ura,Ê¾? ¢¦Kokuryu¢¦(×ê),1172,0
11,11.5,10,1080,ura,åö -à¼ªÊªëãêªÈª³ªÎá¦ªÎ?ªËªÄª¤ªÆ-(×ê),1195,100
11,11.5,10,1319,ura,«ª«Ú«ì?«È?«ß?(×ê),1337,100
11,11.5,10,627,oni,ªÞªÀªµª¤ª¿ªÞ2000,999,37
11,11.4,10,393,oni,??«Î?,970,0
11,11.4,10,518,oni,!!!«««ª«¹«¿«¤«à!!!,987,100
11,11.4,10,1406,oni,siren's eye,997,94
11,11.4,10,1276,ura,ªÈª±ªë(×ê),982,60
11,11.4,10,1120,ura,ª½ª·ªÆé¸íºªÏØùªêªËªÄª¯(×ê),1316,100
11,11.4,10,1249,ura,õÌÍýªÎØªÛöÞÅª¤(×ê),1167,100
11,11.3,10,1370,ura,Extreme End(×ê),1123,0
11,11.3,10,856,ura,Calamity Fortune(×ê),1217,49
11,11.3,10,1145,ura,L¥Ächesis(×ê),1024,91
11,11.3,10,401,oni,«¹?«Ï?2000,668,79
11,11.3,10,868,ura,«â«Î«¯«í«Ü«¤«¹(×ê),1305,0
11,11.3,10,555,oni,¡ÁMM,1290,29
11,11.3,10,503,oni,«Á«ã?«ê? «À«Ã«·«å£¡,858,100
11,11.2,10,1329,ura,Synthesis.(×ê),999,100
11,11.2,10,1236,oni,!!!«Á«ë«ÎªÎ«Ñ?«Õ«§«¯«Èªµªóª¹ª¦«¿«¤«à!!!,999,85
11,11.2,10,1411,ura,Lightning Boys(×ê),1030,100
11,11.2,10,816,ura,àøàÚ«¹«È«é«Ã«¯(×ê),1044,61
11,11.2,10,1317,oni,POLARiSNAUT,1234,100
11,11.2,10,1215,ura,Nosferatu(×ê),1353,100
11,11.2,10,764,oni,Coquette,1022,32
11,11.1,10,858,oni,UFO Swingin',756,100
11,11.1,10,451,ura,Xa(×ê),904,0
11,11.1,10,1012,ura,4+1ªÎª½ªìª¾ªìªÎÚ±?(×ê),1001,100
11,11.1,10,1310,ura,Genesis Ray(×ê),985,100
11,11.1,10,283,ura,ôøëå«ß«¯ªÎá¼ã÷?Ð¼íÞ÷ú?(×ê),999,33
11,11.1,10,1052,ura,?ßÌúÞ?ªÎ«Æ«ì«¹«³?«×(×ê),1176,100
11,11.1,10,896,oni,???«É«ì?2000,940,87
11,11,10,890,oni,ªïªéÔðªë2000,818,100
11,11,10,778,oni,¥ë7708,788,32
11,11,10,700,ura,Taiko Drum Monster(×ê),1044,100
11,11,10,1099,oni,Challengers,753,100
11,11,10,866,ura,Þ¼? ¢¦Kooryu¢¦(×ê),1059,100
11,11,10,1465,ura,«Þ«ë«È?«¢«ó«Õ«§?«ë(×ê),1226,100
11,11,10,1066,oni,ª¿ª¤ª³ªÎ2000,1008,49
11,11,10,243,oni,Ø²Íü«¤«à£­ìé«Îä¨,999,100
10,10.9,10,186,oni,Hurtling Boys,903,34
10,10.9,10,869,oni,ßµÔþØ²ßÚ,984,100
10,10.9,10,1041,oni,¢Ó«Ð«Á!«à«Á!?«Þ«Ã«¹«ë«­«ó«°«À«à¢Ó,961,100
10,10.9,10,892,oni,Ø­ØÇë«ãæÓÉ,1109,100
10,10.9,10,110,oni,DEBSTEP!,888,0
10,10.9,10,716,ura,ù¨ªÏâÁãÁªÎë¯ûã(×ê),916,25
10,10.9,10,972,ura,«é«Ñ«¹ªÎûö(×ê),909,92
10,10.9,10,990,oni,îåªÈÛÜíùÚ¹ªÎØªÒ³,1111,0
10,10.8,10,758,oni,ouroboros -twin stroke of the end-,1134,100
10,10.8,10,748,oni,Behemoth,999,100
10,10.8,10,777,oni,«««é«Õ«ë,739,100
10,10.8,10,999,oni,Central Dogma Pt.2,975,100
10,10.8,10,1413,ura,«Ô«Ã«Á«Õ«§«¤«À(×ê),866,100
10,10.8,10,760,oni,?ô¸ªÎÕóÙ¥,1000,100
10,10.8,10,763,oni,ªÞªëª¯ªÆªÏªäª¯ªÆª¹ªµªÞª¸ª¤«ê«º«à,978,2
10,10.8,10,1227,oni,23ãÁ54ÝÂ¡¢åÕªÎÕéÖØªØªÎ«×«ì«ê«å?«É,987,100
10,10.7,10,958,ura,??ªÏê«ôøªËÙñª¦(×ê),914,88
10,10.7,10,441,oni,¥öÓÈ,951,17
10,10.7,10,1318,ura,Irregular Clock(×ê),1159,100
10,10.7,10,850,oni,«³«Í«¯«È«««é?«º,872,40
10,10.7,10,1320,ura,for Q(×ê),1111,10
10,10.7,10,820,oni,«Ç«Ã«É?«ª«¢?«À«¤,1096,100
10,10.7,10,959,ura,Õ¢àÁñ²üÞÏùÔ³(×ê),969,5
10,10.7,10,628,oni,áÖªÍ?,976,59
10,10.6,10,702,oni,?ñéïÔê®ªòò¥ªÄá´Ò³,827,100
10,10.6,10,1308,ura,GIGALODOON(×ê),1090,89
10,10.6,10,593,oni,ÕÒÔÐÍ·CJ ¢¦çðû¼Øü÷¼ÍÕ«Ö«é«¶?«º¢¦,787,64
10,10.6,10,1256,ura,?ßæ¡´TENSEI¡µ-ýì?ò¤ª¬ÓâªÄ?íº-(×ê),999,100
10,10.6,10,775,ura,«Ñ«ó vs ª´ªÏªó£¡ ÓÞÌ½?£¡(×ê),824,44
10,10.6,10,1086,oni,Player's High,913,100
10,10.6,10,860,oni,ªËªã?ªËªã?ªËªã?,859,41
10,10.5,10,1031,ura,"Hello, Worldooon!!(×ê)",954,79
10,10.5,10,826,oni,«¢«à«Ô«È?«ê?«Æ?,833,100
10,10.5,10,955,oni,Õ©ðÛüßÕÆ,900,100
10,10.5,10,845,ura,Dreadnought(×ê),1075,100
10,10.5,10,1309,ura,«³«³«É«³£¿ÒýÝÂ«É«Ã««Óö£¡(×ê),939,42
10,10.5,10,1185,oni,ÍÕØ¡ª¢ªªªÏªë?ê®ÎèÊ°,613,100
10,10.5,10,33,oni,UNDEAD HEART(ÒÁªêªÎWarriors),1134,100
10,10.5,10,553,ura,BLAZING VORTEX(×ê),1208,0
10,10.5,10,757,oni,Xevel,1129,85
10,10.4,10,685,oni,HARDCORE«ÎãýÔð,885,100
10,10.4,10,1235,ura,Unwelcome School (MRM REMIX)(×ê),1244,47
10,10.4,10,1255,oni,ï³?ü³å¨ªÎàøåëçÉ,901,42
10,10.4,10,745,oni,«×«Á«Ý«Á,877,70
10,10.4,10,626,ura,Ú¸ª·ª¯ØÏª·ª­«É«Ê«¦(×ê),1038,100
10,10.4,10,1108,oni,ÐìÛ°¡¢Ì­?,994,100
10,10.4,10,1447,oni,«Ð«Ö«ë?«ê«Ã«×?«ì«¤«ô?«Þ«·«ó,687,100
10,10.4,10,818,oni,Don't Stop the Game,846,100
10,10.4,10,761,oni,EterNal Ring,902,100
10,10.4,10,1214,ura,GORI ¡¿ GORI ¡¿ SafaRI(×ê),1054,99
10,10.4,10,1498,oni,Remnath,1103,85
10,10.3,10,928,oni,Parousia,787,32
10,10.3,10,1497,oni,ln(guis?tics),1076,49
10,10.3,10,762,oni,Toon Town's Toys' Tune,659,75
10,10.3,10,1237,ura,Mood Swing(×ê),962,100
10,10.3,10,1394,oni,ê£Êàªòêýª°,678,70
10,10.3,10,1311,ura,ª¢ªáªÕªêªÎ«í«ó«É(×ê),897,25
10,10.3,10,309,ura,«Ê«¤«È«á«¢?«µ«Ð«¤«Ð?(×ê),876,73
10,10.3,10,1405,oni,àìÎÃô¸Ùñ,905,83
10,10.3,10,971,oni,àøùÁìéô¸,858,100
10,10.3,10,442,oni,VERTeX,806,100
10,10.3,10,756,oni,GERBERA,973,58
10,10.3,10,218,ura,FLOWER(×ê),873,100
10,10.2,10,15,ura,?ªÈ?æúªÎ?ÏÖ(×ê),932,100
10,10.2,10,1081,ura,ªáª¿ªáª¿¡ÙªæªËªÐ¢¦ª¹ªÃ£¡(×ê),876,66
10,10.2,10,265,oni,?«É«ì?2000,1414,67
10,10.2,10,181,ura,8OROCHI(×ê),1001,68
10,10.2,10,179,oni,ªÏª¿«é«¯2000,876,60
10,10.2,10,814,oni,ûä«ëÜôûú,996,27
10,10.2,10,859,oni,ô¸ëèªÎ×È,821,13
10,10.2,10,961,oni,Stick Trick ShowTime!!,918,45
10,10.2,10,1121,ura,SUPERNOVA(×ê),1103,61
10,10.2,10,835,oni,What's in the box?,750,100
10,10.2,10,1391,ura,EXRiXiS(×ê),1015,100
10,10.1,10,495,oni,?ÍØ£¯?äá,993,83
10,10.1,10,1042,oni,Ê¾? ¢¦Kokuryu¢¦,885,19
10,10.1,10,881,ura,MEGALOVANIA(×ê),1072,100
10,10.1,10,1097,ura,ON SAY GO SAY(×ê),621,0
10,10.1,10,819,ura,«««é«Õ«ë«Ü«¤«¹(×ê),1121,100
10,10.1,10,43,ura,ªµªèªÊªé«ï?«ê«ã(×ê),765,41
10,10.1,10,992,oni,LECIEL GLISSANDO,757,100
10,10.1,10,905,oni,memoria ficta,747,96
10,10.1,10,960,oni,Vixtory,912,100
10,10.1,10,781,oni,ARMAGE¥ÄDON,999,0
10,10.1,10,851,oni,??Ø²íÛãê?,1141,0
10,10,10,1412,ura,äÐß£í­? -Princess Scarecrow-(×ê),987,89
10,10,10,1085,oni,ûÁ,1138,9
10,10,10,993,oni,?,692,11
10,10,10,1216,oni,CUT! into the FUTURE,989,100
10,10,10,1338,oni,"Help me, ªµª¤ª¿ªÞ2000!!",944,100
10,10,10,843,oni,ªâªÚªâªÚ,501,79
10,10,10,286,oni,êÅ?Ù¤,973,100
10,10,10,355,oni,ªÞª¿ªµª¤ª¿ªÞ2000,835,100
10,10,10,1247,oni,«â«Î«¯«í?«à«æ?«È«Ô«¢,682,0
10,10,10,1432,oni,CHAOTiC BATTLE,1053,100
10,10,10,952,oni,«Æ«È«é«ê«å«È«â«¹«Õ«©«Ó«¢,717,0
10,10,10,365,oni,Öúê««ÎÙñ,822,45
9,9.9,10,723,oni,Ýú«Ê«ë«á«¸«§«É«ÎÝè«Ê«ëéØê¦,818,100
9,9.9,10,1328,oni,LUNATiC CiRCUiT,1020,100
9,9.9,10,775,oni,«Ñ«ó vs ª´ªÏªó£¡ ÓÞÌ½?£¡,824,100
9,9.9,10,1201,ura,«É«É«É«É«É«óªÀ«Õ«ë£¡(×ê),889,100
9,9.9,10,1507,oni,I am not Alice.,872,100
9,9.9,10,1053,ura,øÁÔõêÂÜóüÅ«É«ó vs ðè??«««Ã(×ê),1099,19
9,9.9,10,719,oni,SORA-VII «·«°«Ê«¹«¦«©?«ë,839,100
9,9.9,10,697,oni,Ð¿?,944,100
9,9.9,10,698,oni,ÒÁ÷Ù,1194,100
9,9.9,10,264,ura,«á«««Ç«¹¡£(×ê),999,100
9,9.9,10,737,oni,«È«¤«Þ«Á«Ã«¯¡Ù«Ñ«ì?«É!!,851,100
9,9.9,10,982,oni,ªÒªèª³ÊüïÒÞÍªµªó,852,99
9,9.8,10,164,ura,Got more raves?(×ê),824,71
9,9.8,10,154,ura,Garakuta Doll Play(×ê),715,100
9,9.8,10,1371,ura,ÓËªÎí­ªòöèªÄ(×ê),819,27
9,9.8,10,575,oni,«³«³«í«Ü,620,100
9,9.8,10,1197,ura,Re£ºEnd of a Dream(×ê),999,45
9,9.8,10,1419,oni,vs.VIGVANGS,1055,100
9,9.8,10,1129,oni,ãê? ¢¦Shinryu¢¦,973,65
9,9.8,10,1043,oni,ñó?ªÈõÝ?ªÎü£áÖ,722,100
9,9.8,10,1072,oni,The Future of the ÷¼ÍÕ«É«é«à,974,100
9,9.8,10,577,oni,õ±ï¾ÐüÎåÍ§á´Ò³,803,100
9,9.7,10,1104,oni,Aragami,839,86
9,9.7,10,1229,oni,Chronomia,969,0
9,9.7,10,1146,ura,«Ø«¤«é(×ê),819,98
9,9.7,10,1264,ura,«Ø«¤«é(ªËª¸ªµªóª¸)(×ê),819,98
9,9.7,10,148,oni,FUJIN Rumble,751,12
9,9.7,10,954,oni,Central Dogma Pt.1,876,100
9,9.7,10,594,oni,Gloria,888,100
9,9.7,10,735,ura,Dï¾?£¡SAMURAI«¤«ó«¶«ì«¤«ó(×ê),1000,100
9,9.7,10,878,oni,Caribbean Knight,806,100
9,9.7,10,699,oni,Scarlet Lance,1000,100
9,9.7,10,1434,oni,YOU're our HEROES,987,100
9,9.7,10,834,oni,òðù¦ÒÁÔ¦,772,100
9,9.7,10,1012,oni,4+1ªÎª½ªìª¾ªìªÎÚ±?,876,100
9,9.6,10,171,oni,ñìÑÑ?«Õ«å?«®«Æ«£«Ö,653,100
9,9.6,10,95,ura,ÛÜðèªÎûÉ(×ê),861,0
9,9.6,10,202,ura,Honey Heartbeat ¢¦10 Stars Mix¢¦(×ê),765,100
9,9.6,10,402,ura,Rotter Tarmination(×ê),943,100
9,9.6,10,1100,ura,Kill My Fortune(×ê),1107,0
9,9.6,10,1499,ura,When Enemies Collapse(×ê),982,100
9,9.6,10,833,oni,Goldfish City,876,100
9,9.6,10,1071,oni,exìÙ Trap!!,888,79
9,9.6,10,700,oni,Taiko Drum Monster,850,100
9,9.6,10,1134,oni,Aleph-0,579,100
9,9.6,10,943,oni,«¯«é«Ý«ë«Ý«ë«¹««,723,100
9,9.6,10,720,oni,äî want U,949,100
9,9.6,10,448,ura,ß²?ô¹?Ùñ(×ê),639,38
9,9.5,10,1379,oni,Valsqotch,1057,100
9,9.5,10,935,oni,MagiCatz,732,100
9,9.5,10,736,ura,ìÑªÎªªÑÑªÇ?ë¿ªòãÝª·ª¿ª¤£¡(×ê),829,100
9,9.5,10,868,oni,«â«Î«¯«í«Ü«¤«¹,961,100
9,9.5,10,1049,oni,ãçàø«È?,904,100
9,9.5,10,595,oni,«¢«µ«¬«ª,765,100
9,9.5,10,934,oni,ANiMA,839,56
9,9.5,10,1171,ura,Íìñ´ÍÕð®(×ê),870,100
9,9.5,10,84,ura,«««ë«á«ó ðÚÍØìéÛãðûÍØ(×ê),957,35
9,9.5,10,269,oni,«á«¿«ë«Û?«¯ BGM1,765,100
9,9.5,10,1404,oni,ªßªóªÊªÎª¦ª¿,829,100
9,9.5,10,80,ura,Ö£ã§ÍØOp.10-4(×ê),948,0
9,9.5,10,94,oni,ÒÀÚ¥ÒÁù¾,1000,100
9,9.5,10,831,ura,«²«²«²ªÎÐ¡÷¼?(×ê),390,74
9,9.4,9,331,oni,«·«ó?«¾«ó«Ó,794,73
9,9.4,10,1220,ura,Destr0yer(×ê),804,100
9,9.4,10,194,oni,Ignis Danse,818,76
9,9.4,10,804,ura,Altale(×ê),820,100
9,9.4,10,1297,oni,SAVAGE DELIGHT,858,100
9,9.4,9,150,ura,ÔÏ? ¢¦Toryu¢¦(×ê),687,0
9,9.4,10,1048,oni,«¢«ó«ê«ß«Æ«Ã«É«²?«à«º,833,100
9,9.4,10,493,ura,«¦«ë«È«é«Þ«óX(×ê),1035,69
9,9.4,10,519,ura,õÕ? ¢¦Shiuryu¢¦(×ê),1045,33
9,9.4,10,1356,oni,Soulway,1120,70
9,9.4,10,714,oni,OK I¡¯m blue rat,816,67
9,9.4,10,722,oni,äñªÈ?ñªªÎßµ,832,8
9,9.4,10,1503,oni,üÀ?«é«¤«¯«ê«Õ«É,938,100
9,9.4,10,335,oni,Purple Rose Fusion,876,100
9,9.3,10,338,oni,ª­ª¿ªµª¤ª¿ªÞ2000,802,100
9,9.3,10,784,oni,ð¢,881,100
9,9.3,10,786,oni,ô¸ù»÷Öìé?,988,100
9,9.3,10,121,oni,Doom Noiz,961,10
9,9.3,10,1384,oni,YOU're your HERO,888,100
9,9.3,10,630,oni,ô¸ðÎ,858,46
9,9.3,10,477,oni,í¹üÓ«Î?,823,0
9,9.3,10,721,oni,«À«ó«¬«ó«Î?«Ä,923,69
9,9.3,10,1351,oni,Þï?,1025,100
9,9.3,10,220,oni,«««éÏÓªÎü£,774,100
9,9.3,9,1271,ura,«é?«««ó«Ñ«Í«é(×ê),705,47
9,9.3,10,1383,oni,SoulStone -äá?«¤«µ«¡«««¹?-,1079,62
9,9.3,10,1324,oni,«¤«ª«·«¹õÕªÎøïãÝð®2024,811,100
9,9.3,9,221,ura,ù¾? ¢¦Karyu¢¦(×ê),800,2
9,9.2,9,48,ura,«¢«µ«ë«È BGM1(×ê),761,64
9,9.2,10,1039,oni,ÍÕÙñÍØ¡¸ç¢Øª¡¹,979,100
9,9.2,10,1173,oni,«¢«­«Ð20XX,819,100
9,9.2,10,1364,ura,óïÖÜñýûý(×ê),968,41
9,9.2,10,1050,oni,"Hello, Mr.JOKER",821,100
9,9.2,10,1067,oni,Agent Hustle & Dr. Hassle,693,34
9,9.2,10,1068,oni,Spectral Rider,748,100
9,9.2,9,310,ura,?íìíÈÖ®«¬?«ë(×ê),710,100
9,9.2,10,1037,oni,BATTLE NO.1,985,73
9,9.2,10,68,oni,Calculator,777,0
9,9.2,10,1276,oni,ªÈª±ªë,788,100
9,9.2,10,920,ura,«´«Ã«É«½«ó«°(×ê),914,20
9,9.2,10,128,oni,D's Adventure Note,872,0
9,9.2,10,360,oni,Angel Halo,898,39
9,9.1,10,571,oni,ã¯ìãé°Q,899,100
9,9.1,10,798,oni,ª¢ªÎìíõó?ª¨ª¿«­«»«­,903,100
9,9.1,10,1268,ura,ª­ªåª¦ª¯ªéªêªó(×ê),862,12
9,9.1,10,681,ura,«Á«ë«ÎªÎ«Ñ?«Õ«§«¯«Èªµªóª¹ª¦?ãø ¨ïñ²Ò´«Ð?«¸«ç«ó(×ê),909,76
9,9.1,10,1027,ura,ù¾ð®ªê / «¸«Ã«¿«ê«ó?«¸«ó(×ê),847,100
9,9.1,10,1106,oni,Libera Ray,860,100
9,9.1,10,1411,oni,Lightning Boys,815,50
9,9.1,10,136,oni,Evidence of evil,814,52
9,9.1,10,940,oni,wonderful ROUTINE,777,18
9,9.1,10,906,oni,«Ú«Ã«È«·«ç«Ã«×ÓÞ?,696,47
9,9.1,10,427,oni,God Ray,777,100
9,9.1,10,1502,oni,ÔïúÂ«é«¤«¯«ê«Õ«É,1059,77
9,9.1,10,1147,oni,Illusion Flare,766,100
9,9.1,10,266,ura,«É«É«ó«¬«É¢¦«ó(×ê),876,97
9,9.1,10,73,ura,Black Rose Apostle(×ê),915,7
9,9,10,1395,oni,ðÍ?205?SSSàÊ,926,100
9,9,10,759,oni,Surf Zapping,840,58
9,9,10,1355,oni,Singularity Game,811,100
9,9,10,222,ura,«á«¿«Ê«¤«ÈªÎæ½ã©«á«É«ì?(×ê),1000,100
9,9,9,615,oni,ô¸Ï·?í­,734,70
9,9,10,774,oni,«Ï«ó«í«Ã«¯,611,100
9,9,10,867,oni,ª¦ªÁªåª¦ªÒª³ª¦ª·Ù³?ÓÉ,797,6
9,9,10,537,ura,«®«¬«ó«Æ«£«Ã«¯O.T.N(×ê),1083,28
9,9,10,392,oni,ä¨ÖÚÚï2000,765,100
9,9,10,1452,ura,UMAªÎ«Õ«©?«¹«È«ì?«Ëô¶«° ¡¼BPM240øº¡½(×ê),364,26
9,9,10,450,oni,ÒØûõ,950,100
9,9,10,1257,oni,ÒØûõ(ªËª¸ªµªóª¸),950,100
9,9,10,570,oni,«´?«¹«È«Þ«¹«¯,899,100
9,9,10,1,oni,ªÆªóªÂª¯2000,831,100
9,9,10,388,oni,ª½ªÄªªªáª·ª­,797,0
8,8.9,10,677,oni,ª½ªÄªªªáª·ª­2ªÐªó,792,0
8,8.9,10,1380,ura,Oshama Scramble!(×ê),865,100
8,8.9,10,673,oni,No Gravity,674,100
8,8.9,10,520,ura,Silent Jealousy(×ê),1408,0
8,8.9,10,1154,oni,×¿ü¤ªÎÙñ,708,88
8,8.9,10,156,ura,KAGEKIYO(×ê),999,100
8,8.9,10,504,ura,Abyss of hell(×ê),1100,100
8,8.9,10,689,ura,«´?«´??«­«Ã«Á«ó(×ê),940,11
8,8.9,10,803,oni,FREEDOM DiVE¡é,1024,100
8,8.9,10,983,oni,YOAKE,965,78
8,8.9,10,1449,oni,«¯«é«·«Ã«¯«á«É«ì?£¨ÔÏýÌªßøº£©,648,100
8,8.9,9,1318,oni,Irregular Clock,905,100
8,8.9,10,1144,ura,×¿ÜâªÎíùÚ¹ªÈóúªÎÊ°(×ê),1177,100
8,8.9,10,815,oni,«é«ô¢½«¹«Ñ«¤«¹¢½«é«¤«¯«æ?!!!,934,54
8,8.9,10,927,oni,Dogbite,817,85
8,8.9,9,524,oni,New World,725,100
8,8.9,9,324,ura,Phantom Rider(×ê),765,100
8,8.8,10,499,oni,«ÎªëªÉªó2000,936,100
8,8.8,10,60,ura,å¨?Þóë¿ð®(×ê),942,100
8,8.8,9,260,oni,ØªÛ°òæ ?«µ«â«ó?«Ç«ë«¿?,600,100
8,8.8,10,977,oni,Diving Drive,892,0
8,8.8,10,980,oni,VIVIVIVID,668,12
8,8.8,10,856,oni,Calamity Fortune,1069,59
8,8.8,9,1319,oni,«ª«Ú«ì?«È?«ß?,719,100
8,8.8,9,96,oni,ô¶ÍÕô¶ÍÕ,776,25
8,8.8,9,797,oni,PAC-MAN CHAMPIONSHIP EDITION 2,657,100
8,8.8,9,967,oni,Hand Over (Prod. TEMPLIME),651,100
8,8.8,9,1346,oni,«ê«È«ë«Û«ï«¤«È«¦«£«Ã«Á,731,100
8,8.8,9,740,oni,Where is the Target?,546,100
8,8.8,9,502,oni,Ò³ð¨ ¢¦«¤«ó«Ð«é«È«¥?«é¢¦,648,100
8,8.8,9,750,oni,CYBERgenicALICE,645,49
8,8.8,9,1260,oni,CYBERgenicALICE(ªËª¸ªµªóª¸),645,0
8,8.7,9,1051,oni,punk bastards,749,100
8,8.7,9,914,oni,«·«ó«¯«í«Ë««?«¨«¢«é«¤«ó,759,100
8,8.7,9,55,oni,Pastel Sealane,850,100
8,8.7,9,776,ura,GO GET'EM!(×ê),648,0
8,8.7,9,178,ura,õð? ¢¦Haryu¢¦(×ê),833,41
8,8.7,9,1047,oni,æ×ª¨ªè«µ«Õ«¡«¤«¢,788,100
8,8.7,9,351,oni,EDY ?«¨«ì«¯«È«ê«««ë«À«ó«·«ó«°«è«¬?,765,100
8,8.7,9,1015,oni,ªæªéªá,614,100
8,8.7,9,976,oni,ªÚª¿?PETA£¡£¿«Ñ«ó«×«­«ó,524,100
8,8.7,9,780,oni,Comona,726,100
8,8.7,9,375,oni,Shiny Kung-fu Revival,765,100
8,8.7,9,248,ura,LOVE?!!(×ê),942,40
8,8.7,10,686,oni,R.I.,925,100
8,8.7,10,400,ura,«»«¤«¯«ê«Ã«É «ë«¤«ó(×ê),1000,100
8,8.7,10,399,ura,«Ô«³«Ô«³ «ë«¤«ó(×ê),1000,100
8,8.6,10,361,ura,Venomous(×ê),765,92
8,8.6,10,272,ura,«ß«å?«¸«Ã«¯?«ê«Ü«ë«Ð?(×ê),777,100
8,8.6,10,1133,ura,Doppelgangers(×ê),929,67
8,8.6,10,1033,ura,Aloft in the wind(×ê),784,59
8,8.6,10,425,ura,«¿«¤«³«¿«¤«à(×ê),876,100
8,8.6,9,168,oni,??ªÎÚ«ªÈ,926,0
8,8.6,10,734,oni,«¹?«Ñ?D&D ¢¦èÇîïªË«ê?«Éª·ªÆ«¢«¤«Þ«¤«ß?¢¦,1000,100
8,8.6,10,538,oni,õÌðûÐ¡õåØÙ«Õ«é«ó«É?«ë?S,945,100
8,8.6,9,1140,ura,«¹««?«ì«Ã«ÈÌíóÌªÎ«²«Ã«È?«Ñ«È«í?«ë24ãÁ(×ê),879,51
8,8.6,10,1393,ura,Ka.Ma.Se(×ê),694,100
8,8.6,10,1035,ura,«Þ«Ä«è«¤«Ê«¤«È«Ð«°(×ê),1089,94
8,8.6,10,574,oni,SstTAarR*,848,58
8,8.6,10,1121,oni,SUPERNOVA,937,95
8,8.6,9,819,oni,«««é«Õ«ë«Ü«¤«¹,876,100
8,8.6,9,1058,ura,ÓÞû¿ª­ªÊ÷¼ÍÕªÎëå(×ê),876,100
8,8.6,10,1370,oni,Extreme End,786,100
8,8.6,10,1158,oni,ãÌÏÄ÷Í?÷¹÷Í,680,100
8,8.5,10,181,oni,8OROCHI,958,45
8,8.5,9,283,oni,ôøëå«ß«¯ªÎá¼ã÷?Ð¼íÞ÷ú?,765,100
8,8.5,10,730,ura,«Ò«Ð«Ê(×ê),1037,0
8,8.5,9,640,oni,Abandoned Temple Final 2nd,614,86
8,8.5,10,779,oni,Clotho «¯«í?«È?,983,20
8,8.5,10,73,oni,Black Rose Apostle,876,22
8,8.5,10,879,oni,«¿«¤«³«í?«ë,876,100
8,8.5,9,558,oni,«ª?«ë?«¤«ó?«Þ«¤«Ï?«È,704,12
8,8.5,9,785,oni,«æ?«¹«Õ«ë«³?«¹«¿?,724,90
8,8.5,10,724,oni,ªè?ª¤«É«ó£¡,777,52
8,8.5,10,846,oni,«­«å?«Æ«£?¡Ù«Ç«â«Ë«Ã«¯¡ÙØªìÑ«¨«â!!,1075,100
8,8.5,10,452,oni,X-DAY2000,765,48
8,8.5,10,938,ura,ÖÃªÎÎßúÂÍØ(×ê),893,100
8,8.5,10,635,oni,âÎñ¥ñýÑû,686,5
8,8.5,9,500,ura,ýñØÐªØªÎ«á«í«Ç«£?(×ê),931,85
8,8.5,9,1455,ura,ÙíîØîÜ«Ï«Ô«Í«¹£¡(SOS?5ìÑVer.)(×ê),766,100
8,8.5,10,404,oni,«¿«Ù«ë«Ê2000,821,0
8,8.4,10,414,ura,«Á«ë«ÎªÎ«Ñ?«Õ«§«¯«Èªµªóª¹ª¦?ãø(×ê),939,0
8,8.4,10,1279,oni,«­«ã«é«á«ë?«¸«ã«ó«­«ð,880,90
